Concepto,Respuesta,Codigo
fortuna,banco,banco
suspiro,alivio,alivio
suspiro,postre,postre
suspiro,relajación,tranquilidad
suspiro,exhausto,cansancio
suspiro,respiracion,respirar
suspiro,intenso,intensidad
suspiro,melancolico,melancolia
suspiro,pensativo,razonable
suspiro,aire,aire
suspiro,expulsión masiva de aire,respirar
hoguera,brujas,brujeria
hoguera,calor,caliente
hoguera,fuego,fuego
hoguera,madera,madera
hoguera,tortura,tortura
hoguera,grito,sonido_agudo
hoguera,obscuro,oscuridad
hoguera,antiguo,antiguedad
hoguera,medieval,medieval
hoguera,amarrar,encarcelado
parcela,animales,fauna
parcela,largo,tamanos
parcela,verde,color_claro
parcela,casa,hogar
parcela,familia,familia
parcela,lugar,localidad
parcela,vacaciones,vacaciones
parcela,grande,inmensidad
parcela,patio,jardineria
espiral,test,instrumento_de_medicion
espiral,visión,visibilidad
espiral,ilusión,ilusion
espiral,fideo,comida
espiral,problema,dificil
espiral,complejidad,dificil
espiral,bucle,ciclo
espiral,vueltas,girar
espiral,infinito,infinito
espiral,negro,color_oscuro
anciana,vieja,vejez
anciana,pelo gris,pelo_canoso
anciana,anticuado,antiguedad
anciana,adorable,agradable
anciana,ropa tejida,tejer
anciana,cocinera,cocinar
anciana,gatos,animal_domestico
anciana,abuela,abuelos
anciana,malhumorada,malhumorado
anciana,pobre,pobreza
balanza,peso,medicion
balanza,justicia,justicia
balanza,igualdad,igualdad
balanza,derecho,derechos
balanza,carniceria,negocio
balanza,hierro,elemento_quimico
balanza,pesado,pesado
balanza,juego infantil,diversion
balanza,medir,medicion
balanza,calcular,matematicas
galaxia,inmenso,inmensidad
galaxia,sin fin,infinito
galaxia,sin oxigeno,asfixiante
galaxia,desconocido,desconocido
galaxia,unico,exclusivo
galaxia,planetas,astros
galaxia,sistema solar,constelaciones
galaxia,colores,colores
galaxia,temor,temor
galaxia,diminuto,pequeno
semilla,planta,naturaleza
semilla,base,superficie
semilla,crecer,crecimiento
semilla,cafe,bebida_caliente
semilla,fruta,frutas
semilla,verdura,verduras
semilla,delicada,fragil
semilla,contiene vida,vida
semilla,pequeña,pequeno
semilla,protegida,proteccion
viajero,mochila,contenedor
viajero,aventura,aventura
viajero,nuevo,novedad
viajero,miedo,miedo
viajero,persona,personas
viajero,trabajador,laborioso
viajero,emoción,emociones
viajero,planeado,planificar
viajero,espontaneo,espontaneo
viajero,amigos,amistad
cosecha,fruta,frutas
cosecha,campo,paisaje
cosecha,verdura,verduras
cosecha,trabajador,laborioso
cosecha,calor,temperatura
cosecha,agua,liquido
cosecha,amplio,amplitud
cosecha,seco,sequia
cosecha,cansador,cansancio
cosecha,comercio,negocio
madurez,adultez,adultos
madurez,independencia,independencia
madurez,crecer,crecimiento
madurez,hombre,masculino
madurez,mujer,femenino
madurez,hacerse cargo de acciones propias,responsabilidad
madurez,asumir,responsabilidad
madurez,ver la realidad,objetividad
madurez,autoconcimiento,introspeccion
madurez,dificil,dificil
validez,padres,padres
validez,educación,educacion
validez,felicidad,felicidad
validez,valorado,valoracion
validez,esfuerzo,esfuerzo
validez,busqueda sin fin,descubrimiento
validez,cientifico,cientifico
validez,historico,historia
validez,orgullo,orgullo
vínculo,materno,madre
vínculo,complicidad,intimidad
vínculo,lazo,enlace
vínculo,unico,exclusivo
vínculo,necesita trabajo,laborioso
vínculo,sociabilizar,socializar
vínculo,circulo,circular
vínculo,unión,unificar
vínculo,sentimiento de pertenencia,sentimientos
vínculo,fuerte,fuerza
tributo,evento,contextual
tributo,único,exclusivo
tributo,agradecimeinto,gratitud
tributo,velorio,funeral
tributo,nostalgía,melancolia
tributo,muerto,muerte
tributo,recuerdo,recuerdo
tributo,felicidad,felicidad
tributo,tristeza,angustia
montaje,pelicula,pelicula
montaje,ficticio,ficcion
montaje,mentira,mentir
montaje,arte,arte
montaje,escenario,escenario
montaje,esfuerzo,esfuerzo
montaje,detalles,detallista
montaje,engaño,enganar
montaje,broadway,teatral
montaje,grabar,edicion_de_video
trámite,mamá,madre
trámite,doctor,medico
trámite,banco,banco
trámite,tardio,postergar
trámite,cansador,cansancio
trámite,necesario,necesario
trámite,es de adulto,adultos
trámite,nervios,estresante
trámite,importante,relevancia
trámite,organización previa,planificar
lástima,pena,angustia
lástima,compasión,compasion
lástima,empatia,empatia
lástima,derrota,derrota
lástima,arrepentimiento,arrepentido
lástima,sentimiento,sentimientos
lástima,desepción,decepcion
lástima,interno,subjetivo
lástima,externo,exterior
lástima,abuelo,abuelos
milagro,magia,magia
milagro,deidad,deidad
milagro,fortuna,suerte
milagro,felicidad,felicidad
milagro,inesperado,inesperado
milagro,mejora,mejorar
milagro,hadas,personaje_ficticio
milagro,causa desconocida,desconocido
milagro,paz,paz
milagro,aceptar,aceptacion
reflejo,espejo,cristal
reflejo,laguna,paisaje
reflejo,otra dimensión,dimensiones
reflejo,ilusión,ilusion
reflejo,verdadero yo,veridico
reflejo,realidad,realismo
reflejo,copia distinta,imitacion
reflejo,caracteristicas propias en otro,apariencia
reflejo,alma,inmaterial
reflejo,interior,introspeccion
llanura,planicie,plano
llanura,arido,sequia
llanura,muy seco,sequia
llanura,como del lejano oeste,vaqueros
llanura,con arena,mineral
llanura,muy caluroso,caliente
estatua,escultura antigua,escultura
estatua,nueva york,ciudad_estados_unidos
estatua,de marmol,materia_prima
estatua,museos,museo
estatua,conmemoraciones de cosas importantes,homenaje
estatua,recuerdo aciudades antiguas,recuerdo
estatua,blancas,color_claro
estatua,muy grandes,tamanos
monarca,rey,realeza
monarca,una autoridad,autoridad
monarca,de origen real,realeza
monarca,que tiene mucho poder,poder
monarca,que esta por herencia en el poder,herencia
monarca,que tiene mucho dinero,riqueza
cadáver,muerte,muerte
cadáver,mal olor,maloliente
cadáver,me generan miedo,miedo
cadáver,repulsion,desagrado
cadáver,cuerpo podrido,descomposicion
cadáver,huesos,huesos
cadáver,autopsia,crimen
poblado,donde vive gente,hogar
poblado,una cuidad muy chica,pequeno
poblado,caminos de tierra,rural
poblado,lugar muy seco,sequia
poblado,pobre,pobreza
capilla,un lugar de paz,tranquilidad
capilla,como de colores blanco y dorado,color_claro
capilla,presencia de dios,creencia
capilla,lugar de conversación personal,introspeccion
capilla,mucho amor,amor
capilla,misa,ritual
bandera,nacion,nacion
bandera,pais,nacion
bandera,patria,nacion
bandera,genero de colores,colores
bandera,blanco azul y rojo,colores
bandera,lo que nos diferencia de otro pais,exclusivo
planeta,verde,color_claro
planeta,vida,vida
planeta,agua,liquido
planeta,crisis,crisis
planeta,hogar,hogar
planeta,ecosistema,medio_ambiente
planeta,calido,calido
planeta,lo mas lindo,belleza
planeta,fasinante y sorprendentemente perfecto,fascinante
planeta,equilibro perfecto,equilibrado
capitán,el que manda,autoridad
capitán,el jefe de un grupo,liderazgo
capitán,una persona estrategica,estrategia
capitán,quien dirige un barco,liderazgo
capitán,alguien con fuerza e inteligencia,fuerza
capitán,alguien con fuerza e inteligencia,inteligencia
capitán,trabajo en equipo,equipo
capitán,pelicula de marvel,pelicula
capitán,claudio bravo,deportista
palacio,autoridad,autoridad
palacio,poder,poder
palacio,dinero,dinero
palacio,muy lindo,belleza
palacio,muy grande,inmensidad
palacio,en colores blanco y dorados,colores
palacio,propios de la edad media,medieval
palacio,muy antiguos,antiguedad
detalle,delicado,fragil
detalle,algo muy chiquitito,pequeno
detalle,un regalo con mucha dedicación,disciplina
detalle,una pequeña imperfección,defectos
detalle,  una descripcion,descripcion
sanidad,limpieza,higiene
sanidad,fiscalizador de cocinas,fiscalizacion
sanidad,preocupacion por el olor,preocupacion
sanidad,orden,ordenado
sanidad,rico olor,olfato
mandato,disctadura,dictadura
mandato,una orden,imposicion
mandato,cuando alguien con poder habla,autoridad
mandato,generalmente forzoso,imposicion
mandato,acción que no es agradable,desagrado
mandato,de caracter politico,politica
mandato,que está escrito que tiene que ser así,decreto
mandato,no apelable,obediencia
entidad,una corporacion,empresa
entidad,algo que existe,existencia
reserva,guardar,almacenar
reserva,algo importante,relevancia
reserva,un vino muy bueno,bebida_alcoholica
reserva,planificacion con anticipacion,planificar
reserva,que todavia no esta decidido,indefinido
reserva,los asientos mas importantes de un teatro,mobiliario
fortuna,mucha plata,riqueza
regreso,pasado,antiguedad
regreso,tiempo atras,antiguedad
regreso,volver,retorno
regreso,memoria,capacidad_cognitiva
regreso,recuerdo,recuerdo
regreso,hacia atras,retroceso
regreso,que un evento termino,finalizar
regreso,viaje,viaje
regreso,devolver algo,devolucion
entorno,lo que nos rodeoa,contorno
alcance,gente a la que se llega,accesible
alcance,capacidad,capacidad
alcance,interacción,interaccion
alcance,potenciales clientes,objetivos
alcance,altura,estatura
malicia,echarle alcohol a la bebida,crimen
malicia,brujas de cuentos,brujeria
malicia,algo como prohibido,prohibido
balanza,peso,medicion
balanza,equilibrio,equilibrado
balanza,equidad,igualdad
balanza,parejo,igualdad
balanza,medir,medicion
balanza,pesar,medicion
balanza,masar,medicion
balanza,numeros,numero
galaxia,universo,universo
galaxia,espacio,espacio
galaxia,planetas,astros
galaxia,estrellas,estrella
galaxia,espacial,espacio
galaxia,nasa,empresa
galaxia,astronauta,astronautas
galaxia,conjunto de estrellas,estrella
galaxia,vialactea,constelaciones
semilla,organico,organico
semilla,naturaleza,naturaleza
semilla,germinar,germinacion
semilla,flores,naturaleza
semilla,plantas,naturaleza
semilla,regar,regadio
semilla,algo nuevo,novedad
semilla,florecer,florecer
semilla,saludable,bienestar
semilla,se plantan,cultivo
viajero,alguien que viaja,trotamundo
viajero,recorre lugares,trotamundo
viajero,paises,nacion
viajero,aventurero,aventura
viajero,anda en avión,medio_de_transporte
viajero,tiene maletas,contenedor
viajero,recorre,recreacion
viajero,mapa,mapa
viajero,recorre,recreacion
cosecha,frutas,frutas
cosecha,verduras,verduras
cosecha,agricola,campesinos
cosecha,fresco,novedad
cosecha,regar,regadio
cosecha,maiz,maiz
cosecha,verde,color_claro
cosecha,plantacion,cultivo
cosecha,tierra,terrestre
cosecha,tractor,maquinarias
pantano,sucio,suciedad
pantano,viscoso,texturas
pantano,hay cocodrilos,animal_salvaje
pantano,agua estancada,estanque
pantano,verde,color_claro
pantano,  apestoso,maloliente
pantano,feo,fealdad
pantano,barro,barro
pistola,arma,armamento
pistola,mal,malefico
pistola,robo a mano armada,robar
pistola,bandidos,delincuencia
pistola,hace daño,lastimar
pistola,fuego,fuego
pistola,lo usan los vaqueros,vaqueros
pistola,poder,poder
pistola,proteccion,proteccion
pistola,inseguro,inseguridad
misiles,guerra,guerra
misiles,armas,armamento
misiles,  soldados,soldado
misiles,sufrimiento,sufrimiento
misiles,fuego,fuego
misiles,poder,poder
misiles,mal,malefico
misiles,disparar,disparo
misiles,provocan daño  ,destruccion
huracán,desastre natural,desastre_natural
huracán,daño,destruccion
huracán,peligro,riesgoso
huracán,correr,escapar
huracán,guarecerse,refugio
huracán,salvarse,salvacion
huracán,viento,aire
huracán,desorden,desorden
huracán,tragedia,tragedia
huracán,fenómeno climático,clima
ajedrez,deporte,deporte
ajedrez,juego,juego
ajedrez,tablero,piezas_tablero
ajedrez,estrategia,estrategia
ajedrez,piezas,piezas_tablero
ajedrez,habilidad,destreza
ajedrez,control,planificar
ajedrez,inteligencia,inteligencia
ajedrez,jugadas,destreza
ajedrez,se juega de a 2,relacional
tributo,honor,honorable
tributo,honrar a alguien o algo,honorable
tributo,homenaje,homenaje
tributo,recordar,recuerdo
tributo,conmemoración,homenaje
tributo,finanzas,finanzas
tributo,contribuciones,impuestos
tributo,contabilidad,finanzas
tributo,muestra de respeto,responsabilidad
tributo,admiracion,admiracion
montaje,falso,falsedad
montaje,de mentira,mentir
montaje,hecho,veridico
montaje,arreglado,elaborar
montaje,algo preparado,preparacion
montaje,preparar algo para que parezca real,preparacion
montaje,actuar,actores
montaje,algo que no es real,falsedad
trámite,algo que no nos gusta hacer,desagrado
trámite,latero,aburrido
trámite,tedioso,abrumador
trámite,algo que se debe hacer,deberes
trámite,algo necesario,necesario
trámite,conseguir cosas,objetivos
trámite,hay que cumplir,deberes
trámite,realizar una tarea,deberes
trámite,fila,ordenado
lástima,sentimiento negativo,sentimientos
lástima,emocion,emociones
lástima,tristesa,angustia
lástima,sentir pena por algo,angustia
lástima,lamentarse por algo,lamentarse
lástima,no poder hacer nada al respecto,frustacion
lástima,malestar,malestar
milagro,dios,deidad
milagro,universo,universo
milagro,acontecimiento inesperado,inesperado
milagro,incleible,increible
milagro,sobrenatural,sobrenatural
milagro,ayuda,ayudar
milagro,imposible,imposible
milagro,poco probable,improbable
milagro,felicidad maxima,felicidad
milagro,se esperaba pero era imposible que pasara,imposible
reflejo,espejo,cristal
reflejo,accion y reaccion,reaccion
reflejo,repeticion,reiterado
reflejo,estar atento,concentracion
reflejo,reaccionar,reaccion
reflejo,reflexión,reflexion
reflejo,dualidad,dualidad
lamento,sentimiento,sentimientos
lamento,emocion,emociones
lamento,tristeza,angustia
lamento,angustia,angustia
lamento,melancolia,melancolia
lamento,desanimo,desanimo
lamento,algo malo,malefico
lamento,cosas que no se pueden revertir,sin_retorno
arreglo,trato,acuerdo
arreglo,mejora,mejorar
arreglo,condiciones,condicion
arreglo,preparacion,preparacion
arreglo,arreglo de flores,conjunto_floral
arreglo,tratado,acuerdo
arreglo,tranfugo,estafador
arreglo,acuerdo,acuerdo
emoción,sensaciones,sensaciones
emoción,necesarios,necesario
emoción,estados de animo,estado_de_animo
emoción,relaciones interpersonales,interpersonal
emoción,alegria,felicidad
emoción,estar feliz por algo,felicidad
emoción,anelar algo,deseos
ingreso,entrada,entrada
ingreso,dinero,dinero
ingreso,apertura,apertura
ingreso,abundancia,abundancia
ingreso,trabajo,oficio
ingreso,ir,destino
costura,arreglo,reparar
costura,tejido,tejer
costura,pantalon,vestimenta
costura,ropa,vestimenta
costura,trabajo,oficio
costura,abuela,abuelos
costura,mamá,padres
costura,telas,material_textil
costura,maquina de coser,maquinarias
costura,hoyos,agujero
barriga,comida,comida
barriga,sobre peso,sobrepeso
lágrima,tristeza,angustia
lágrima,felicidad,felicidad
lágrima,sentimiento,sentimientos
lágrima,agua,liquido
lágrima,ojos,ojos
lágrima,pérdida,perdidas
lágrima,llorar,angustia
lágrima,error,equivocacion
lágrima,amor,amor
lágrima,amistad,amistad
palanca,gata del auto,herramientas
palanca,fisica,disciplina_cientifica
palanca,auto,medio_de_transporte
palanca,grua,maquinarias
palanca,fuerza,fuerza_fisica
palanca,ingenieria,disciplina_cientifica
palanca,control,control
palanca,manubrio,medio_de_transporte
palanca,boton,boton
palanca,fierro,material_construccion
vinagre,acido,sabor
vinagre,mal olor,maloliente
vinagre,cocina,cocinar
vinagre,sacar piojos,remedios
vinagre,cebolla en escabeche,comida
vinagre,aliño,condimento
vinagre,uva,frutas
vinagre,ensalada,verduras
vinagre,acidez,sabor
vinagre,agrio,sabor
mejilla,cara,rostro
mejilla,cachetes,partes_del_rostro
mejilla,rosacia,reaccion_corporal
mejilla,sonrisa,sonreir
mejilla,espinillas,erupcion_cutanea
mejilla,parte del cuerpo,partes_del_rostro
mejilla,saludo,saludar
mejilla,beso,besos
mejilla,apretón,accion_fisica
mejilla,afecto,afectividad
caverna,miesterio,suspenso
caverna,peligro,riesgoso
caverna,oscuridad,oscuridad
caverna,cavernicola,prehistoria
caverna,eco,vibraciones
caverna,bosque,paisaje
caverna,profundidad,profundidad
caverna,frío,temperatura
caverna,prehistoria,prehistoria
caverna,cripta,cementerio
barbero,pelo,cabello
barbero,afeitarse,oficio
barbero,arreglarse,mejorar
barbero,dinero,dinero
barbero,estilo de vida,subjetivo
barbero,trabajo,oficio
cigüeña,mito,mitologia
cigüeña,cuento,cuento_infantil
cigüeña,bebe,infancia
cigüeña,pajaro,aves
cigüeña,animal,animal
cigüeña,volar,vuela
cigüeña,engaño,enganar
cigüeña,blanco y negro,colores
cigüeña,plumas,plumaje
cigüeña,inocencia,inocencia
vampiro,sangre,tejido_liquido
vampiro,colmillos,dentadura
vampiro,terror,horrorifico
vampiro,noche,nocturnos
vampiro,murcielago,animal_salvaje
vampiro,pelicula,pelicula
vampiro,mordida,masticar
vampiro,serie,programa_tv
vampiro,cuello,cuerpo_humano
vampiro,personaje mitologico,mitologia
audacia,sin miedo,despreocupacion
audacia,héroe,heroico
audacia,padres,padres
audacia,sin dificultad,facil
audacia,atrevimiento,astucia
premisa,sacar conclusiones,deduccion
premisa,supuesto,suposicion
premisa,hipotesis,metodologia
premisa,ciencia,ciencia
premisa,argumento,argumentar
premisa,afirmacion,afirmacion
premisa,proposicion,propuesta
premisa,noticia,noticioso
premisa,antecedente,informacion
premisa,conjetura,razonable
